-0.151231,0.0580759,-0.00876998,0.107975,-0.0706782,-0.00301486,0.0279864,-0.0715197,-0.0175601
0.204277,-0.0856097,0.00344359,0.030047,0.0395304,0.0394228,0.0153949,-0.150031,-0.105295
-0.186504,-0.099749,-0.124701,-0.110003,-0.0234131,-0.0389426,-0.207233,0.0178423,0.00165645
0.0911928,0.0676968,0.0763775,-0.0858067,-0.00565301,-0.0583182,0.11638,0.149021,0.0617019
0.00997599,0.00101678,0.00431034,0.000569515,0.00120828,-0.000455913,0.00734969,0.00103669,-0.000400356
0.0956236,0.0728518,0.0821324,-0.0799187,-0.00110209,-0.0531189,0.122639,0.155543,0.0676476
-0.1701,-0.0796763,-0.105983,-0.0903126,-0.00359584,-0.0193438,-0.189248,0.0359729,0.0208581
0.223365,-0.0620788,0.0251908,0.0536693,0.0628597,0.0625692,0.036185,-0.12949,-0.0830188
-0.11764,0.0962475,0.0267291,0.144695,-0.0318863,0.0348238,0.0615759,-0.0380508,0.0185215

