1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

1,0,0,
0,1,0,
0,0,1,

meanPotential
0.9999,0.0003,0.0002,0.0002,0.9998,0.0001,0.0001,0,0.9998

