1,0,1,
1,0,0,
1,0,1,

0,0,0,
1,0,1,
1,0,0,

1,0,1,
0,0,1,
0,0,1,

0,0,0,
0,0,1,
1,0,0,

1,0,1,
1,0,0,
0,0,0,

1,0,1,
0,0,0,
1,0,0,

1,0,0,
1,0,0,
1,0,1,

1,0,1,
0,0,1,
1,0,0,

0,0,1,
1,0,1,
1,0,0,

0,0,1,
1,0,0,
0,0,0,

1,0,0,
1,0,1,
1,0,1,

0,0,0,
1,0,0,
0,0,1,

1,0,1,
0,0,0,
1,0,0,

1,0,0,
0,0,0,
0,0,1,

0,0,0,
0,0,0,
1,0,1,

1,0,1,
1,0,1,
1,0,1,

0,0,0,
1,0,0,
1,0,0,

1,0,0,
1,0,0,
1,0,1,

1,0,0,
1,0,0,
1,0,1,

1,0,1,
0,0,1,
0,0,1,

1,0,0,
1,0,0,
1,0,1,

1,0,0,
1,0,1,
0,0,1,

0,0,0,
1,0,0,
0,0,0,

0,0,0,
0,0,0,
0,0,0,

0,0,0,
1,0,1,
0,0,0,

1,0,0,
1,0,0,
1,0,0,

0,0,0,
1,0,1,
0,0,0,

1,0,1,
0,0,0,
0,0,0,

1,0,0,
0,0,0,
1,0,0,

1,0,0,
0,0,1,
0,0,1,

0,0,1,
1,0,1,
0,0,1,

0,0,1,
1,0,1,
0,0,0,

1,0,0,
0,0,0,
0,0,1,

1,0,0,
1,0,0,
1,0,0,

1,0,1,
0,0,0,
0,0,1,

1,0,0,
1,0,1,
1,0,1,

0,0,0,
0,0,0,
1,0,0,

1,0,0,
0,0,0,
0,0,1,

0,0,1,
0,0,0,
1,0,0,

1,0,0,
0,0,1,
0,0,0,

1,0,0,
0,0,1,
1,0,1,

1,0,0,
1,0,0,
1,0,1,

1,0,1,
1,0,1,
0,0,0,

1,0,0,
1,0,1,
1,0,0,

0,0,1,
1,0,0,
0,0,1,

0,0,0,
0,0,0,
1,0,0,

0,0,1,
1,0,0,
0,0,0,

1,0,0,
1,0,0,
1,0,0,

1,0,1,
1,0,0,
0,0,1,

0,0,1,
1,0,0,
0,0,0,

0,0,0,
1,0,1,
1,0,0,

1,0,1,
1,0,0,
1,0,0,

1,0,0,
0,0,0,
0,0,1,

0,0,0,
1,0,1,
0,0,1,

0,0,1,
0,0,1,
1,0,1,

1,0,0,
0,0,0,
1,0,0,

0,0,0,
0,0,1,
1,0,0,

1,0,1,
1,0,0,
1,0,1,

0,0,1,
1,0,1,
0,0,0,

0,0,1,
1,0,1,
0,0,1,

1,0,0,
1,0,1,
1,0,1,

0,0,0,
1,0,1,
1,0,1,

1,0,1,
1,0,0,
1,0,0,

1,0,1,
0,0,1,
0,0,0,

0,0,0,
1,0,0,
1,0,1,

0,0,1,
0,0,1,
1,0,0,

1,0,1,
0,0,1,
0,0,1,

0,0,0,
0,0,0,
1,0,1,

0,0,0,
0,0,0,
0,0,0,

1,0,1,
1,0,0,
0,0,0,

0,0,1,
0,0,1,
1,0,0,

1,0,1,
0,0,0,
1,0,0,

1,0,1,
0,0,0,
1,0,1,

0,0,0,
0,0,0,
0,0,0,

0,0,0,
1,0,0,
0,0,0,

1,0,0,
1,0,0,
0,0,1,

0,0,1,
1,0,0,
1,0,1,

1,0,0,
1,0,0,
1,0,1,

1,0,0,
0,0,0,
0,0,0,

0,0,0,
1,0,1,
1,0,0,

1,0,1,
1,0,0,
1,0,0,

0,0,0,
1,0,0,
0,0,1,

1,0,1,
1,0,1,
1,0,0,

1,0,0,
0,0,1,
0,0,0,

0,0,1,
1,0,0,
0,0,1,

1,0,1,
0,0,1,
0,0,1,

1,0,0,
1,0,1,
1,0,0,

0,0,0,
1,0,0,
0,0,0,

1,0,1,
1,0,0,
0,0,1,

0,0,1,
1,0,1,
0,0,0,

0,0,0,
0,0,1,
0,0,0,

1,0,1,
0,0,1,
1,0,1,

1,0,0,
0,0,0,
0,0,0,

1,0,1,
1,0,0,
0,0,0,

1,0,0,
1,0,0,
0,0,1,

0,0,0,
0,0,1,
1,0,0,

1,0,1,
1,0,0,
0,0,1,

1,0,0,
1,0,1,
1,0,1,

1,0,0,
1,0,1,
0,0,1,

0,0,1,
1,0,1,
1,0,1,

meanPotential
0.4938,0.0013,0.4654,0.515,0.0012,0.4592,0.5347,0.0012,0.467

