1.26658,0.20968,
-1.07792,0.612434,

0.850328,-0.669087,
-1.64591,0.475689,

-1.86,-0.455662,
-0.245092,-0.151366,

-1.29756,0.552897,
-0.474817,1.81525,

-1.02842,0.893468,
1.6513,1.16941,

-0.403226,-1.05895,
0.656168,0.511166,

0.797405,0.952774,
-1.54217,-0.221201,

1.13056,-1.58187,
1.477,0.0148894,

-0.469752,0.428116,
-0.40805,0.0254073,

-0.372448,-1.42214,
1.53316,1.21288,

0.946561,-1.68672,
-1.50974,0.770825,

0.148943,-0.351776,
0.4069,-1.73264,

-1.20987,0.631794,
1.23273,-0.419277,

1.37275,-1.18176,
1.3081,-0.485464,

1.15142,-0.842817,
-1.61616,-0.378474,

-1.16165,-1.82414,
-0.186044,-0.235886,

0.433796,-0.389048,
0.220505,0.490387,

-0.316921,0.0101133,
0.577466,-1.39435,

-0.75111,-0.764872,
-0.712604,0.653806,

-0.764323,-0.0579684,
-0.250855,-0.679457,

-1.00621,-0.623984,
0.833753,0.979902,

1.24518,-0.757002,
0.220309,-0.00678964,

1.3314,-0.398968,
-1.11645,-0.471266,

-0.529192,0.995801,
0.809315,-1.13638,

0.309432,-0.863743,
0.799637,-0.527298,

-1.43664,0.326028,
-1.40365,0.500317,

-1.43806,-0.945171,
0.53588,-0.572291,

-1.20283,-0.0925659,
1.20109,-0.730333,

-1.71585,-1.48426,
-0.327514,-1.34822,

-2.24045,0.062992,
-1.08104,-1.7929,

-1.33304,-0.349034,
-1.58043,0.631301,

0.790348,-1.99231,
1.14824,0.457919,

-0.047306,-0.280863,
0.19282,-0.479835,

-1.15878,0.393402,
0.389436,0.0104529,

2.38879,0.474866,
-0.685633,0.552295,

0.691244,1.78858,
-0.513819,-0.939092,

-0.466335,1.68202,
0.790068,-1.39422,

0.113541,0.580802,
1.69776,-2.34546,

-2.17968,-0.87591,
-0.941225,-0.00253316,

-0.699977,0.124175,
-2.58316,1.00665,

0.896894,-0.564661,
0.523253,-0.0310279,

0.0866926,-1.07408,
-0.797613,0.326194,

0.0661717,2,
-0.681979,-0.435378,

-0.112249,-0.34383,
-1.23967,-0.0314603,

-1.10388,-0.935245,
-1.02035,0.471544,

1.74307,1.04243,
0.684091,-1.07317,

0.226436,-0.329544,
-0.0731096,0.298523,

-0.739737,1.80506,
-0.0207454,-0.449461,

-1.50728,0.372426,
0.0565359,0.447729,

0.752326,0.449867,
-1.52171,-0.410338,

-0.831144,0.16872,
1.88628,1.29279,

-0.500265,2.80796,
0.0711094,0.354994,

1.74948,-0.121454,
0.300972,-0.653249,

-0.0809641,-0.480209,
-2.48294,-0.0345908,

2.96345,-0.211926,
0.613054,-0.531106,

-0.501616,1.48736,
-0.525766,-0.759493,

-0.0668114,0.373086,
-1.30794,1.97134,

1.55568,-0.132091,
0.289431,-0.326889,

-0.473134,-1.22222,
0.333991,-1.40079,

-1.21677,-2.33256,
-0.491841,2.12403,

-2.05841,-1.20039,
1.44077,-0.642765,

0.29324,1.41041,
0.935246,-2.24921,

0.0802429,-1.45527,
-1.95128,0.757816,

-0.250214,0.866328,
-0.793941,-0.98984,

-0.390379,-0.851522,
1.89236,0.037655,

1.13607,-0.588604,
-0.562472,-1.08126,

0.973612,0.213913,
-1.26296,-0.68959,

0.940124,1.12223,
0.834875,0.674982,

0.494664,-0.604832,
0.14367,-0.63189,

0.134835,0.829148,
0.634982,-0.762314,

-1.80195,0.499369,
0.521758,1.50891,

-0.302155,0.266464,
1.05294,-0.36797,

0.332482,1.20797,
-1.20647,-1.83148,

0.10633,0.575491,
0.267203,1.59489,

-0.507612,0.443132,
0.550762,-0.162426,

-1.0249,-0.691455,
-0.289427,0.300589,

-0.208421,0.760946,
-0.579255,0.36252,

1.01867,-1.5864,
-0.124374,1.46041,

-0.977962,0.157835,
-0.413962,1.09286,

1.0381,-0.255787,
-0.433928,-0.29833,

-1.08087,-0.45402,
-0.173616,0.183066,

1.39698,0.739528,
0.715363,-1.07278,

0.385461,-1.95892,
1.02437,0.942491,

-0.32246,-0.215174,
0.296113,-0.453169,

0.214542,-0.478119,
-1.15169,-1.26606,

0.660425,0.54539,
1.14158,1.01389,

1.38855,0.369424,
1.15246,-0.371506,

0.649601,0.377794,
-0.713853,-1.14969,

-1.0815,-1.63642,
0.214865,-0.822427,

-1.53823,0.674833,
0.563839,-0.804479,

-0.842629,0.949019,
-0.86599,0.184246,

-1.39321,1.11781,
-0.726224,-0.71636,

-0.211504,-0.972442,
0.102655,-1.03986,

-3.08623,-0.69085,
0.475376,0.352679,

-0.119519,0.273234,
-0.0365596,-0.0269195,

-0.696871,2.03885,
-0.279682,-1.96288,

0.422569,0.525495,
-0.373741,-0.712014,

-0.878243,0.133407,
0.713519,0.238288,

0.522454,1.27631,
0.0762327,-0.387576,

-2.24721,-1.68107,
0.984132,-1.97613,

meanPotential
-0.0112209,0.0167493,0.00582775,0.0126875

