0.513496,1.78153,0.843953,0.604895,1.31768,-1.70091,-0.0106804,0.143496,0.835678,-1.40085,
-0.00917903,0.906695,0.519835,0.171999,0.685348,-0.171016,-0.673306,1.76735,1.97919,-1.73478,
0.0893836,-0.482915,0.418748,1.38119,1.72442,-1.10292,2.0728,-0.869445,1.60272,1.18639,
0.982753,2.72581,0.968246,0.0551541,0.149592,1.39699,1.67797,2.51339,-1.71799,-0.736462,
-0.848824,2.22887,0.381447,1.07555,1.17573,-0.945055,-1.13475,0.635198,-0.0362572,-0.249923,
2.24594,1.63051,-0.722537,0.833732,1.19286,-0.302675,0.0234423,1.50836,1.54955,-0.189997,
1.42141,0.320463,4.10273,0.117084,0.387233,-0.822436,-0.389639,1.6577,2.3137,1.07681,
1.2079,-0.148979,0.632757,1.72175,-0.161922,1.29956,1.23255,1.51598,-0.45337,-0.939531,
0.960391,1.83664,1.70265,1.85428,2.01224,1.74201,0.158542,0.96306,0.361147,-1.17906,
0.133968,2.18898,0.175773,2.15346,1.35652,1.30708,1.40277,-1.25006,0.514042,0.808887,

1.3678,-0.685993,0.477262,-0.215457,0.665223,-0.190311,-0.168315,-0.521284,-0.172651,2.4487,
0.0971263,-0.136781,2.55903,-0.632112,-0.206772,1.38471,-1.02981,0.632272,0.682251,-0.467753,
1.30333,1.57609,0.635016,1.00716,-0.18483,1.26516,0.774865,-0.203799,0.946053,0.194262,
0.323943,0.356757,0.0191889,2.00137,-1.90859,0.201336,0.256023,0.759199,-0.668828,-0.675719,
0.391203,1.54374,2.12816,0.405544,-0.0575611,2.10253,0.119182,1.85317,-0.657711,0.908069,
1.57047,-0.598323,1.54948,0.93423,-0.402614,-0.675336,-0.499659,0.311357,1.32976,-0.114709,
1.28913,1.12903,0.882279,-1.88352,-0.751525,-0.48941,2.32125,1.82044,-0.600742,-0.0376924,
0.219702,1.0695,0.714285,1.58229,0.540439,2.68445,0.164548,1.06781,0.247656,-0.690783,
-0.393543,0.704134,0.936597,2.11786,1.83026,0.145227,-0.35116,-0.628833,0.279935,-1.14259,
0.292871,1.77508,2.63391,1.00619,-0.399202,2.91293,0.962467,0.200922,-0.91447,0.433987,

-0.224528,0.641969,0.20772,1.22608,1.14106,3.46362,2.41192,0.357856,-0.592531,1.04134,
1.25152,0.676351,1.23616,0.476406,1.79012,-1.17045,-0.383664,-0.24548,2.29247,1.71885,
0.723595,0.738813,1.64481,0.593548,1.87132,0.272493,0.429021,-1.5758,-1.05424,1.48009,
0.592027,0.761309,-2.16489,0.973845,1.15449,-0.851174,2.26384,0.620482,1.06739,1.28229,
3.38148,0.593217,-0.122172,0.214583,1.12754,0.791906,0.152119,-0.426452,0.284277,-0.397566,
0.409833,-0.969425,2.13939,0.0067863,0.2831,0.524628,-0.706985,0.564341,-0.0687828,-1.43096,
-0.57014,0.0205785,0.360198,-0.508203,-0.30284,0.104145,-0.468039,1.29038,-1.3955,-0.425095,
1.75778,-1.14281,-0.532577,1.07534,0.415122,-0.429133,2.48958,-1.52107,-0.280757,-0.0897575,
0.408979,1.16368,0.679715,0.215547,0.322889,-1.29686,0.267007,-0.313008,0.00149372,-1.69183,
0.0851367,-1.0167,-0.0790003,-0.668938,-1.25912,-0.835864,-0.999116,-1.32446,1.70733,0.355616,

-2.31741,-1.64437,0.541127,-1.17565,0.697431,1.33543,1.02953,0.299965,0.502253,2.11429,
-0.246156,-1.16217,-0.265383,1.47489,-0.415321,0.507376,0.500982,1.01917,1.96309,-0.00842157,
0.107559,0.29147,-1.67606,-2.8286,1.03011,-1.09692,-1.13764,2.87653,0.0206863,-0.707056,
-0.707477,1.18737,0.779039,0.545906,3.21932,0.594823,2.44704,-0.477853,0.69703,1.75538,
-0.051511,0.851775,0.767301,0.797069,0.0779394,1.2576,1.80492,1.71328,1.12232,1.81126,
0.074777,-1.17554,0.404474,0.0387686,1.94922,0.703662,2.07524,2.42253,1.82701,-0.0629418,
0.596777,-0.235169,0.477544,-0.0563968,1.16545,1.99217,0.0173702,2.77507,1.52227,0.0663477,
0.751061,0.95623,1.0966,0.595694,-0.411933,-0.0847024,0.193124,0.497192,1.70542,-0.669815,
-0.820177,0.204917,0.975661,0.409706,1.3157,1.31191,1.32678,2.43597,1.80577,1.80182,
-0.920653,0.138428,1.99732,0.976767,-0.65173,-0.159636,0.266674,0.481735,1.82383,1.19861,

1.5125,-0.861787,1.07578,0.68338,-0.754453,-2.17418,0.848235,3.86931,1.1135,0.638319,
-0.810645,0.508159,0.53146,-1.13261,1.37978,-0.592573,1.83556,0.300331,1.61658,0.0297027,
-0.067873,2.75717,1.96831,-0.824467,0.40944,-1.68774,1.35055,-0.677677,1.60527,1.45236,
0.338452,0.819505,0.140126,-1.16274,1.01493,-0.331996,0.757594,0.417097,0.341227,3.55675,
0.0407639,0.779999,0.147886,1.65558,0.144668,0.178087,0.856679,0.300174,-1.13859,2.01038,
-0.258591,-0.394396,-0.321051,0.315384,-1.08969,1.23813,-1.79108,0.828826,1.77601,1.68912,
0.277673,1.51951,-0.954912,2.26273,1.72227,-0.71085,-1.01043,0.689349,-0.779761,1.49838,
-1.06681,0.709993,-0.842851,1.36116,-0.000621792,0.72588,1.01565,0.951965,0.806706,1.28258,
-0.582099,0.469392,1.07409,1.49371,-0.260497,0.849164,0.538241,1.67408,-0.333668,2.98139,
-0.823081,-0.617396,0.92679,1.07424,0.697866,0.0627241,0.458903,0.560069,2.52571,1.34753,

0.00160977,1.34551,0.259323,0.0915799,0.124825,0.418309,0.75082,1.10728,-1.1126,0.503351,
-1.40022,0.361889,-1.06415,1.98458,0.530592,-0.767767,-0.853266,0.450115,1.56372,-0.58686,
-1.03683,-0.209074,0.68513,1.32964,-1.26195,1.66588,0.994033,1.11688,1.55923,0.816471,
0.606423,0.883814,1.22376,-0.519992,0.860238,-0.0709983,2.06438,0.330834,1.95686,0.646201,
0.612968,-0.322571,-0.147916,1.69135,-0.647335,-1.96441,-0.0648544,0.17749,1.99984,0.384744,
1.65884,0.66808,0.579707,0.920389,-0.731005,0.52182,0.187364,1.50358,0.759878,-0.368819,
0.17648,-0.236494,-0.41363,0.391933,0.290717,1.42551,1.13517,-0.0249708,1.92183,0.0751666,
-1.58238,0.410613,-1.0299,-0.0519129,1.73532,-2.19228,0.811468,2.91801,-0.60852,-0.967469,
1.65489,1.08376,-1.05259,0.378098,-0.927765,0.0469221,-1.19724,1.03699,0.348439,-0.0232701,
-0.307684,0.36355,1.15759,-1.19204,2.26827,-0.0261098,0.150659,2.28565,0.875938,-1.34796,

1.81603,-1.55403,0.864401,0.848177,1.32373,0.330735,0.258463,-0.969531,-0.338272,-2.54212,
0.461734,-1.34914,1.86184,-0.478123,1.11577,0.345573,-1.85138,0.240014,0.844777,0.838663,
0.0572472,-0.438282,0.591851,0.321662,0.231083,-0.032918,1.95278,-0.0603907,-0.975405,1.55087,
0.380203,1.26281,-0.579696,0.661623,-0.226124,-0.605402,0.814238,-0.775151,-0.728447,1.08449,
-0.862878,-0.114418,0.924834,0.00850737,0.750625,-0.190515,-0.318262,1.8729,0.306092,0.618172,
2.37265,0.87696,0.506983,1.08669,1.12364,-0.436787,-0.112933,0.221719,0.46076,1.31952,
-0.384513,-0.204884,-0.556027,1.56746,2.42534,3.3808,1.10353,1.86448,0.685883,0.715145,
0.736505,0.785069,-1.08416,0.495234,1.80192,0.775829,1.25737,-0.369394,0.672295,2.45958,
0.512303,-0.240302,1.50318,-0.000300522,0.748077,1.19263,0.257223,0.0233951,1.77805,2.20484,
