totalLearningStep 10000
totalOutputStep 10000
dataNum 1000
miniBatchSmpleNum 100
totalBatchNum 10
ε 0.1 λ 0.01 μ 0.1
sample
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0


Connection Matrix 
0.0384254,0.634274,0.958949,0.65279,0.635059,0.9953,0.58185,0.414369,0.474698,0.62351,0.338008,0.674752,0.317202,0.778345,0.949571,0.662527,0.0135716,0.622846,0.67366,0.971945,0.878193,0.509624,0.0557147,0.451159,0.0199877
0.441711,0.979587,0.359444,0.480894,0.688661,0.880476,0.918235,0.216822,0.565189,0.865103,0.508969,0.916723,0.921158,0.0831125,0.277719,0.0093567,0.842342,0.647174,0.841386,0.26473,0.397821,0.552821,0.16494,0.369808,0.146442
0.569618,0.703737,0.288476,0.433288,0.756107,0.396098,0.896038,0.638921,0.891554,0.680056,0.449198,0.978571,0.116202,0.767024,0.41182,0.675439,0.249796,0.313218,0.965416,0.588465,0.659668,0.533206,0.230533,0.394869,0.618809
0.474868,0.470132,0.716075,0.287991,0.383462,0.74917,0.878452,0.102863,0.0923739,0.354047,0.551816,0.0336251,0.968962,0.320997,0.221263,0.141264,0.0972599,0.984042,0.260341,0.537023,0.447926,0.0995691,0.352312,0.469249,0.84114
0.904648,0.0375594,0.508315,0.166848,0.779051,0.864933,0.411397,0.139973,0.0332224,0.982575,0.373291,0.420075,0.0505881,0.365496,0.016628,0.230742,0.764912,0.944124,0.749999,0.339404,0.489549,0.338985,0.17949,0.170987,0.463451
0.874573,0.94412,0.608253,0.596655,0.783644,0.500026,0.0503701,0.699098,0.992396,0.267263,0.679091,0.864281,0.750844,0.96449,0.554242,0.212391,0.222443,0.218749,0.569574,0.452109,0.970237,0.680545,0.0852956,0.0564183,0.487838
0.881005,0.976404,0.617658,0.542499,0.854614,0.743835,0.478596,0.677082,0.607045,0.714697,0.469497,0.456015,0.906418,0.13722,0.229219,0.881585,0.904425,0.645785,0.324683,0.519711,5.53505e-05,0.31186,0.425452,0.885338,0.679879
0.45613,0.483409,0.788739,0.229442,0.880298,0.313692,0.957451,0.471752,0.711584,0.153694,0.730442,0.646264,0.214881,0.186458,0.80758,0.747079,0.674847,0.276894,0.174909,0.704474,0.46315,0.840429,0.204866,0.164959,0.124833
0.722081,0.030453,0.746994,0.0925962,0.21745,0.749254,0.731694,0.0456146,0.209157,0.286915,0.677263,0.0630383,0.555649,0.00924007,0.833038,0.984329,0.703495,0.181631,0.512393,0.580447,0.787542,0.606475,0.218403,0.455169,0.87887
0.492268,0.715561,0.48616,0.708548,0.49814,0.84455,0.194342,0.773326,0.974259,0.86231,0.780427,0.985032,0.75357,0.00404811,0.269479,0.410492,0.428224,0.297842,0.401132,0.120657,0.9807,0.40612,0.569211,0.343605,0.788873
