1,0,1,
1,0,0,
1,0,1,

0,0,0,
1,0,1,
1,0,0,

1,0,1,
0,1,1,
0,0,1,

0,0,0,
0,0,1,
1,0,0,

1,0,1,
1,0,0,
0,0,0,

1,0,1,
0,0,0,
1,0,0,

1,0,0,
1,0,0,
1,0,1,

1,0,1,
0,0,1,
0,0,0,

0,0,1,
0,0,1,
1,0,0,

1,0,1,
1,0,0,
0,0,0,

1,0,0,
1,0,1,
1,0,1,

0,0,0,
1,0,0,
0,0,1,

1,0,1,
0,0,0,
1,0,0,

1,0,0,
0,0,0,
0,0,1,

0,0,0,
0,0,0,
1,0,1,

0,0,1,
1,0,1,
1,0,1,

0,0,0,
1,0,0,
1,0,0,

1,0,0,
1,0,0,
1,0,1,

1,0,0,
1,0,0,
1,0,1,

1,0,1,
0,0,1,
0,0,1,

1,0,0,
1,0,0,
1,0,1,

1,0,0,
1,0,1,
0,0,1,

0,0,0,
1,0,0,
0,0,0,

0,0,0,
0,0,0,
0,0,1,

0,0,1,
1,0,1,
0,0,0,

1,0,0,
1,0,0,
1,0,0,

0,0,0,
1,1,1,
0,0,0,

1,0,1,
0,0,0,
0,0,0,

1,0,0,
0,0,0,
1,0,0,

1,0,0,
0,0,1,
0,0,1,

0,0,1,
1,0,1,
0,0,1,

0,0,1,
1,0,1,
0,0,0,

1,0,0,
0,0,0,
0,0,1,

1,0,0,
1,0,0,
1,0,0,

1,0,1,
0,0,0,
0,0,1,

1,0,0,
1,0,1,
1,0,1,

0,0,0,
0,0,0,
1,0,0,

1,0,1,
0,0,0,
0,0,1,

0,0,1,
1,0,0,
1,0,0,

1,0,1,
0,0,1,
0,0,0,

0,0,0,
0,0,1,
1,0,1,

1,0,0,
1,0,0,
1,0,1,

1,0,1,
1,0,1,
0,0,0,

1,0,0,
1,0,1,
1,0,0,

0,0,1,
1,0,0,
0,0,1,

0,0,0,
0,0,0,
1,0,1,

0,0,1,
1,0,0,
0,0,0,

1,0,0,
1,0,0,
1,0,1,

1,0,1,
1,0,0,
0,0,1,

0,0,1,
1,0,0,
0,0,0,

0,0,0,
1,0,1,
1,0,0,

1,0,1,
1,0,0,
0,0,0,

1,0,0,
0,0,0,
0,0,1,

0,0,0,
1,0,1,
0,0,1,

0,0,1,
1,0,1,
1,0,1,

1,0,0,
0,0,0,
1,0,0,

0,0,0,
0,0,1,
1,0,0,

1,0,1,
1,0,0,
1,0,1,

0,0,1,
1,0,1,
0,0,0,

0,0,1,
1,0,1,
0,0,1,

1,0,1,
1,0,1,
1,0,1,

0,0,0,
1,0,1,
1,0,1,

1,0,1,
1,0,0,
1,0,0,

1,0,1,
0,0,1,
0,0,0,

0,0,0,
1,0,0,
1,0,1,

0,0,1,
0,0,1,
1,0,0,

1,0,1,
0,0,1,
0,0,1,

0,0,0,
0,0,0,
1,0,1,

0,0,0,
0,0,0,
0,0,0,

1,0,1,
1,0,0,
0,0,0,

0,0,1,
0,0,1,
1,0,0,

1,0,1,
0,0,0,
1,0,0,

1,0,1,
0,0,0,
1,0,1,

0,0,0,
0,0,0,
0,0,0,

0,0,0,
1,0,0,
0,0,0,

1,0,0,
1,0,0,
0,0,1,

0,0,1,
1,0,1,
1,0,1,

1,0,0,
1,0,0,
1,0,1,

1,0,1,
0,0,0,
0,0,0,

0,0,0,
1,0,1,
1,0,0,

1,0,1,
1,0,1,
1,0,0,

0,0,0,
1,0,0,
0,0,1,

1,0,1,
1,1,1,
1,0,0,

1,0,0,
0,0,1,
0,0,0,

0,0,1,
1,0,1,
0,0,1,

1,0,1,
0,0,1,
0,0,1,

1,0,0,
1,0,1,
1,0,0,

0,0,0,
1,0,0,
0,0,0,

1,0,1,
1,0,0,
0,0,1,

0,0,1,
1,0,1,
0,0,0,

1,0,0,
0,0,1,
0,0,0,

1,0,1,
0,0,1,
1,0,1,

1,0,0,
0,0,0,
0,0,0,

1,0,1,
1,0,0,
0,0,0,

1,0,0,
1,0,0,
0,0,1,

0,0,0,
0,0,1,
1,0,0,

1,0,1,
1,0,0,
0,0,1,

1,0,0,
1,0,1,
1,0,1,

1,0,1,
1,0,1,
0,0,1,

0,0,1,
1,0,1,
1,0,1,

meanPotential
0.5023,0.0096,0.4886,0.5029,0.0099,0.4883,0.5143,0.0104,0.4977

