0 2.32388e-17 -2039.55 1.85911e-19
10 1.61433e-15 -488.314 1.29146e-17
20 8.64921e-14 -21.2861 6.91955e-16
30 24296.2 287.753 -18.2
40 255883 -43542.4 -18.2
50 4.59567e+06 -782224 -18.2
60 8.2552e+07 -1.40511e+07 -18.2
70 1.48288e+09 -2.52401e+08 -18.2
80 2.66371e+10 -4.53388e+09 -18.2
90 4.78483e+11 -8.14422e+10 -18.2
100 8.59501e+12 -1.46295e+12 -18.2
110 1.54392e+14 -2.6279e+13 -18.2
120 2.77336e+15 -4.72051e+14 -18.2
130 4.98179e+16 -8.47947e+15 -18.2
140 8.94881e+17 -1.52317e+17 -18.2
150 1.60748e+19 -2.73607e+18 -18.2
160 2.88752e+20 -4.91482e+19 -18.2
170 5.18686e+21 -8.82851e+20 -18.2
180 9.31717e+22 -1.58587e+22 -18.2
190 1.67365e+24 -2.8487e+23 -18.2
200 3.00638e+25 -5.11713e+24 -18.2
210 5.40037e+26 -9.19192e+25 -18.2
220 9.70069e+27 -1.65115e+27 -18.2
230 1.74254e+29 -2.96596e+28 -18.2
240 3.13013e+30 -5.32777e+29 -18.2
250 5.62266e+31 -9.57029e+30 -18.2
260 1.01e+33 -1.71911e+32 -18.2
270 1.81427e+34 -3.08805e+33 -18.2
280 3.25898e+35 -5.54708e+34 -18.2
290 5.85411e+36 -9.96423e+35 -18.2
300 1.05158e+38 -1.78988e+37 -18.2
310 1.88895e+39 -3.21517e+38 -18.2
320 3.39313e+40 -5.77541e+39 -18.2
330 6.09508e+41 -1.03744e+41 -18.2
340 1.09486e+43 -1.86356e+42 -18.2
350 1.9667e+44 -3.34751e+43 -18.2
360 3.5328e+45 -6.01315e+44 -18.2
370 6.34598e+46 -1.08014e+46 -18.2
380 1.13993e+48 -1.94027e+47 -18.2
390 2.04766e+49 -3.48531e+48 -18.2
400 3.67822e+50 -6.26067e+49 -18.2
410 6.6072e+51 -1.12461e+51 -18.2
420 1.18685e+53 -2.02013e+52 -18.2
430 2.13195e+54 -3.62877e+53 -18.2
440 3.82963e+55 -6.51838e+54 -18.2
450 6.87917e+56 -1.1709e+56 -18.2
460 1.23571e+58 -2.10329e+57 -18.2
470 2.21971e+59 -3.77815e+58 -18.2
480 3.98727e+60 -6.7867e+59 -18.2
490 7.16234e+61 -1.2191e+61 -18.2
500 1.28657e+63 -2.18987e+62 -18.2
510 2.31108e+64 -3.93367e+63 -18.2
520 4.1514e+65 -7.06606e+64 -18.2
530 7.45717e+66 -1.26928e+66 -18.2
540 1.33953e+68 -2.28001e+67 -18.2
550 2.40621e+69 -4.09559e+68 -18.2
560 4.32228e+70 -7.35692e+69 -18.2
570 7.76413e+71 -1.32153e+71 -18.2
580 1.39467e+73 -2.37386e+72 -18.2
590 2.50526e+74 -4.26418e+73 -18.2
600 4.5002e+75 -7.65976e+74 -18.2
610 8.08373e+76 -1.37592e+76 -18.2
620 1.45208e+78 -2.47158e+77 -18.2
630 2.60838e+79 -4.4397e+78 -18.2
640 4.68544e+80 -7.97506e+79 -18.2
650 8.41648e+81 -1.43256e+81 -18.2
660 1.51186e+83 -2.57332e+82 -18.2
670 2.71575e+84 -4.62246e+83 -18.2
680 4.87831e+85 -8.30334e+84 -18.2
690 8.76293e+86 -1.49153e+86 -18.2
700 1.57409e+88 -2.67924e+87 -18.2
710 2.82754e+89 -4.81273e+88 -18.2
720 5.07912e+90 -8.64513e+89 -18.2
730 9.12364e+91 -1.55293e+91 -18.2
740 1.63888e+93 -2.78953e+92 -18.2
750 2.94393e+94 -5.01084e+93 -18.2
760 5.28819e+95 -9.00099e+94 -18.2
770 9.4992e+96 -1.61685e+96 -18.2
780 1.70634e+98 -2.90436e+97 -18.2
790 3.06511e+99 -5.2171e+98 -18.2
800 5.50587e+100 -9.3715e+99 -18.2
810 9.89022e+101 -1.68341e+101 -18.2
820 1.77658e+103 -3.02391e+102 -18.2
830 3.19128e+104 -5.43186e+103 -18.2
840 5.73251e+105 -9.75726e+104 -18.2
