totalLearningStep 1000000
totalOutputStep 10000
dataNum 1000
miniBatchSmpleNum 100
totalBatchNum 10
ε 0.1 λ 0.01 μ 0.1
sample
0,0,0,2,5,0,0,5,0,0,7,5,1,0,0,0,2,5,0,0,5,0,0,7,5,1,0,0,0,2,5,0,0,5,0,0,7,5,1,0,0,0,2,5,0,0,5,0,0,7,5,1,0,0,0,2,5,0,0,5,0,0,7,5,1
0,0,0,0,0,0,0,2,5,0,0,2,5,0,0,2,5,0,0,2,5,0,0,2,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,7,5,0,0,7,5,0,0,7,5,0,0,7,5,0,0,7,5,1,1,1,1,1
1,0,0,7,5,0,0,5,0,0,2,5,0,1,0,0,7,5,0,0,5,0,0,2,5,0,1,0,0,7,5,0,0,5,0,0,2,5,0,1,0,0,7,5,0,0,5,0,0,2,5,0,1,0,0,7,5,0,0,5,0,0,2,5,0
1,1,1,1,1,0,0,7,5,0,0,7,5,0,0,7,5,0,0,7,5,0,0,7,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,2,5,0,0,2,5,0,0,2,5,0,0,2,5,0,0,2,5,0,0,0,0,0


Connection Matrix
0.74917,0.878452,0.102863,0.0923739,0.354047,0.551816,0.0336251,0.968962,0.320997,0.221263,0.141264,0.0972599,0.984042,0.260341,0.537023,0.447926,0.0995691,0.352312,0.469249,0.84114,0.904648,0.0375594,0.508315,0.166848,0.779051,0.864933,0.411397,0.139973,0.0332224,0.982575,0.373291,0.420075,0.0505881,0.365496,0.016628,0.230742,0.764912,0.944124,0.749999,0.339404,0.489549,0.338985,0.17949,0.170987,0.463451,0.874573,0.94412,0.608253,0.596655,0.783644,0.500026,0.0503701,0.699098,0.992396,0.267263,0.679091,0.864281,0.750844,0.96449,0.554242,0.212391,0.222443,0.218749,0.569574,0.452109
0.970237,0.680545,0.0852956,0.0564183,0.487838,0.881005,0.976404,0.617658,0.542499,0.854614,0.743835,0.478596,0.677082,0.607045,0.714697,0.469497,0.456015,0.906418,0.13722,0.229219,0.881585,0.904425,0.645785,0.324683,0.519711,5.53505e-05,0.31186,0.425452,0.885338,0.679879,0.45613,0.483409,0.788739,0.229442,0.880298,0.313692,0.957451,0.471752,0.711584,0.153694,0.730442,0.646264,0.214881,0.186458,0.80758,0.747079,0.674847,0.276894,0.174909,0.704474,0.46315,0.840429,0.204866,0.164959,0.124833,0.722081,0.030453,0.746994,0.0925962,0.21745,0.749254,0.731694,0.0456146,0.209157,0.286915
0.677263,0.0630383,0.555649,0.00924007,0.833038,0.984329,0.703495,0.181631,0.512393,0.580447,0.787542,0.606475,0.218403,0.455169,0.87887,0.492268,0.715561,0.48616,0.708548,0.49814,0.84455,0.194342,0.773326,0.974259,0.86231,0.780427,0.985032,0.75357,0.00404811,0.269479,0.410492,0.428224,0.297842,0.401132,0.120657,0.9807,0.40612,0.569211,0.343605,0.788873,0.411372,0.359271,0.399499,0.301831,0.77522,0.926213,0.32531,0.952871,0.0139484,0.533466,0.304582,0.88286,0.250623,0.677412,0.810424,0.432148,0.752135,0.829602,0.379034,0.0965496,0.25614,0.591935,0.476477,0.487935,0.458515
0.524593,0.442015,0.852635,0.433439,0.82687,0.509342,0.086377,0.66004,0.206595,0.847275,0.681359,0.178367,0.069859,0.00968817,0.89205,0.133465,0.779192,0.925163,0.715179,0.490819,0.469498,0.882709,0.48841,0.414567,0.174112,0.475289,0.783648,0.556429,0.159867,0.143829,0.649463,0.539224,0.325685,0.147014,0.15987,0.129412,0.578922,0.0922602,0.910545,0.0829717,0.800378,0.877131,0.0934595,0.426306,0.473221,0.580197,0.716244,0.027069,0.731397,0.766964,0.00976643,0.308286,0.232865,0.503427,0.953721,0.557811,0.0974687,0.621678,0.863023,0.157632,0.99243,0.0850011,0.0944579,0.633608,0.949297
0.936746,0.447378,0.727696,0.742238,0.306986,0.119771,0.443879,0.391774,0.531849,0.845358,0.536275,0.68027,0.609178,0.098478,0.0920276,0.0559658,0.0865325,0.237173,0.839513,0.522371,0.513075,0.649832,0.544591,0.0324653,0.580152,0.771089,0.376227,0.491025,0.98164,0.244651,0.374323,0.0456596,0.310068,0.831519,0.807023,0.640024,0.368102,0.312753,0.801836,0.0704472,0.683573,0.380729,0.633931,0.926879,0.85394,0.497678,0.427834,0.822559,0.738227,0.447144,0.968903,0.363161,0.397533,0.738683,0.449083,0.937284,0.257233,0.38176,0.697142,0.89707,0.12106,0.241546,0.228264,0.489509,0.891523
0.358107,0.385237,0.916727,0.113817,0.631126,0.132815,0.374245,0.324405,0.680116,0.795535,0.503934,0.296242,0.885962,0.351871,0.73839,0.555361,0.201518,0.548519,0.519643,0.348783,0.02462,0.148829,0.131852,0.707917,0.709072,0.611748,0.671907,0.447516,0.696077,0.378326,0.100032,0.960257,0.0724344,0.0193006,0.979573,0.148478,0.258702,0.215529,0.579912,0.975752,0.273009,0.970075,0.0254974,0.888044,0.708609,0.277774,0.894863,0.0265226,0.625637,0.329543,0.967121,0.168576,0.901483,0.329936,0.889233,0.512452,0.510629,0.386827,0.530089,0.944707,0.892862,0.677114,0.639027,0.548361,0.272683
0.148269,0.856303,0.635057,0.299643,0.46022,0.0245274,0.558065,0.361152,0.50271,0.153628,0.425508,0.906172,0.00851159,0.968864,0.690894,0.0994164,0.289776,0.539074,0.724148,0.388867,0.227084,0.45486,0.972083,0.833818,0.914791,0.667285,0.440666,0.685092,0.648598,0.0291,0.919531,0.542457,0.991142,0.383103,0.806669,0.461007,0.826824,0.539118,0.887265,0.880107,0.328303,0.404425,0.544647,0.621693,0.379356,0.542129,0.120919,0.680697,0.287119,0.0429764,0.116098,0.106429,0.316488,0.246535,0.562783,0.906354,0.580107,0.597937,0.238044,0.580887,0.14587,0.335631,0.625528,0.361306,0.910994
0.878493,0.434156,0.517612,0.474668,0.184363,0.434761,0.187552,0.715208,0.523006,0.320565,0.00309954,0.597303,0.649078,0.00518962,0.970222,0.663866,0.293144,0.200364,0.925702,0.309251,0.403218,0.633062,0.890653,0.432606,0.928219,0.592081,0.431785,0.59278,0.354506,0.65702,0.652309,0.821719,0.402767,0.037565,0.984632,0.448143,0.937635,0.672041,0.266697,0.564064,0.956933,0.113486,0.272229,0.0820577,0.765271,0.0216887,0.137251,0.260629,0.871083,0.17941,0.433279,0.325118,0.583404,0.936468,0.940782,0.0525082,0.596211,0.891801,0.780931,0.211534,0.764994,0.189063,0.89876,0.00893126,0.090233
0.619183,0.38244,0.0965629,0.984933,0.896581,0.271113,0.47319,0.479754,0.50839,0.967259,0.0999585,0.0396505,0.483706,0.458259,0.235263,0.0588703,0.123844,0.856755,0.399667,0.381397,0.0219736,0.374753,0.661607,0.625358,0.913991,0.671794,0.324083,0.31622,0.833316,0.775803,0.281153,0.713927,0.561577,0.39966,0.53086,0.0852331,0.665678,0.0296348,0.889287,0.682119,0.891314,0.00120757,0.937219,0.958307,0.796319,0.992074,0.355225,0.84834,0.770674,0.720528,0.633415,0.307376,0.537279,0.274575,0.00868992,0.0249447,0.144286,0.51376,0.222658,0.36949,0.0551073,0.911197,0.884952,0.897277,0.332191
0.712927,0.426943,0.301692,0.0704108,0.421845,0.38832,0.160394,0.350207,0.0956199,0.871103,0.667593,0.192718,0.918092,0.579681,0.455898,0.642352,0.254025,0.551079,0.131903,0.200516,0.514054,0.0974934,0.851854,0.395544,0.233078,0.585432,0.746836,0.608989,0.579011,0.1701,0.686362,0.976802,0.608593,0.328379,0.802692,0.836364,0.41528,0.415608,0.936617,0.722184,0.0329013,0.425946,0.0938945,0.978548,0.575212,0.643678,0.364463,0.667715,0.571844,0.774683,0.900102,0.404307,0.895345,0.0650825,0.685477,0.23107,0.538869,0.773035,0.746584,0.72143,0.482892,0.194023,0.205566,0.535468,0.437814
0.97499,0.300824,0.0789699,0.726878,0.975424,0.782089,0.247045,0.036561,0.406922,0.877751,0.431994,0.284086,0.935302,0.772266,0.610987,0.00267707,0.931505,0.673837,0.224467,0.0247531,0.00746832,0.927403,0.693153,0.705148,0.596065,0.537236,0.455579,0.600193,0.654082,0.37304,0.668234,0.456885,0.0850668,0.233174,0.0813717,0.322017,0.611327,0.367626,0.726227,0.678059,0.144691,0.168043,0.0644355,0.264333,0.348357,0.0882482,0.602229,0.714376,0.157222,0.342138,0.72725,0.663318,0.85446,0.554603,0.0257565,0.0573206,0.0800611,0.517137,0.755106,0.0322733,0.456688,0.824798,0.668606,0.545918,0.588812
0.89648,0.575078,0.421819,0.702952,0.357207,0.972912,0.872303,0.156653,0.684126,0.0340708,0.885207,0.844854,0.510128,0.127689,0.621473,0.239337,0.630871,0.693746,0.106255,0.476946,0.585593,0.253626,0.20101,0.637856,0.760744,0.359111,0.708898,0.587375,0.809593,0.204072,0.796397,0.266408,0.298264,0.978172,0.0460136,0.189754,0.520875,0.375994,0.2421,0.684553,0.669237,0.963741,0.8786,0.997436,0.362888,0.0452345,0.325297,0.496915,0.172196,0.0850761,0.452729,0.932666,0.763165,0.311486,0.888615,0.697274,0.463344,0.26462,0.575534,0.194901,0.741232,0.936928,0.659268,0.724994,0.164488
0.748224,0.497357,0.0873827,0.386447,0.729448,0.57821,0.306383,0.988749,0.574032,0.944949,0.559774,0.564667,0.0511704,0.104079,0.614438,0.731634,0.244032,0.963976,0.741238,0.238011,0.64442,0.339756,0.727481,0.584593,0.756654,0.251464,0.932295,0.993001,0.164533,0.512905,0.863476,0.347698,0.242637,0.731065,0.977518,0.503748,0.392431,0.391933,0.794506,0.706061,0.318917,0.974589,0.89158,0.700928,0.440777,0.207296,0.664965,0.75389,0.604078,0.495617,0.118042,0.784731,0.491591,0.854115,0.134819,0.965089,0.491201,0.0723504,0.280114,0.90258,0.334018,0.970078,0.444121,0.367046,0.78977
0.467119,0.0755666,0.828841,0.790462,0.514993,0.00968332,0.136357,0.711991,0.590858,0.700045,0.360934,0.629377,0.434827,0.413801,0.415033,0.0320556,0.060995,0.849319,0.695526,0.230412,0.118127,0.0407103,0.479707,0.587967,0.897956,0.920272,0.366244,0.930839,0.545779,0.574092,0.178636,0.115861,0.244376,0.124289,0.223292,0.539813,0.868255,0.794988,0.0323562,0.698557,0.0467918,0.998025,0.784114,0.231382,0.49011,0.744101,0.839807,0.228857,0.133949,0.931077,0.670762,0.876285,0.232383,0.128697,0.350325,0.2527,0.0727541,0.644479,0.251212,0.450224,0.288301,0.921192,0.450209,0.879857,0.0440164
0.535802,0.45273,0.326118,0.300189,0.266788,0.19953,0.492632,0.345138,0.330601,0.0662072,0.0138651,0.911657,0.413758,0.677045,0.452399,0.200638,0.929475,0.122662,0.481375,0.0917281,0.229276,0.685415,0.526413,0.550055,0.832239,0.0607782,0.904827,0.651228,0.640907,0.0302082,0.910073,0.027982,0.185448,0.895911,0.126728,0.397988,0.760049,0.562947,0.730478,0.192846,0.412052,0.498388,0.243624,0.997918,0.671116,0.883779,0.392967,0.92484,0.251627,0.157884,0.78686,0.973017,0.0620358,0.100003,0.317898,0.525951,0.704271,0.955551,0.11782,0.356315,0.266284,0.807419,0.163559,0.87684,0.77371
0.883819,0.969168,0.573444,0.458412,0.485031,0.895513,0.208683,0.37535,0.641133,0.716033,0.0563722,0.978154,0.331452,0.206064,0.307173,0.984772,0.668577,0.245278,0.201096,0.0748952,0.363214,0.823753,0.275425,0.368491,0.761437,0.695947,0.412434,0.164319,0.893773,0.575062,0.256768,0.23679,0.448386,0.403147,0.0688805,0.943142,0.786954,0.496548,0.326903,0.181476,0.16629,0.24049,0.220528,0.709701,0.769634,0.363482,0.159394,0.644734,0.332831,0.932249,0.788661,0.987758,0.887363,0.00531504,0.0603353,0.898192,0.118932,0.595584,0.354821,0.0337716,0.0828762,0.765832,0.842402,0.363224,0.246772
0.493591,0.152283,0.616941,0.739508,0.703966,0.93208,0.601714,0.595197,0.736985,0.725784,0.279172,0.797254,0.90444,0.779409,0.849383,0.848722,0.247618,0.827051,0.718981,0.323365,0.674683,0.673191,0.802356,6.057e-05,0.64721,0.672889,0.577413,0.777378,0.143529,0.301309,0.755868,0.342921,0.603649,0.621393,0.298614,0.460909,0.684799,0.773659,0.647218,0.385739,0.0315746,0.901008,0.00937518,0.10239,0.783274,0.0608922,0.885796,0.898111,0.0559814,0.950956,0.514462,0.000691551,0.523365,0.380595,0.98536,0.260588,0.446547,0.0946972,0.876648,0.0375344,0.771241,0.278329,0.139133,0.701441,0.624497
